"id","name","longitude","latitude","lg_name","admin0_name","admin0_grid_id","admin1_grid_id","admin2_grid_id","admin3_grid_id","admin4_grid_id","admin5_grid_id","population","JPScale","LeastReached","PrimaryLanguageName","PrimaryReligion","PercentAdherents","PercentEvangelical","PeopleCluster","AffinityBloc","pg_unique_key"
9979,"Jehai",101.528,5.60116,"Hulu Perak","Malaysia",100253277,100253286,100253351,NULL,NULL,NULL,1500,5,"N","Jehai","Ethnic Religions",33.000,20.000,"West Malaysia Indigenous","Malay Peoples","MY_12309_104150"
9980,"Kadazan, Central",116.073,5.77924,"Putatan","Malaysia",100253277,100253290,100253381,NULL,NULL,NULL,34000,4,"N","Kadazan Dusun","Ethnic Religions",30.000,10.000,"Borneo-Kalimantan","Malay Peoples","MY_18990_115837"
9981,"Kadazan, Eastern",117.494,5.55284,"Beluran","Malaysia",100253277,100253290,100253367,NULL,NULL,NULL,30000,5,"N","Kadazan, Labuk-Kinabatangan","Christianity",60.000,25.399,"Borneo-Kalimantan","Malay Peoples","MY_11694_102844"
9982,"Kadazan, Klias River",115.64,5.41872,"Beaufort","Malaysia",100253277,100253290,100253366,NULL,NULL,NULL,2100,4,"N","Kadazan, Klias River","Ethnic Religions",20.000,3.000,"Borneo-Kalimantan","Malay Peoples","MY_12727_105061"
9983,"Kanarese",103.76,1.47581,"Johor Baharu","Malaysia",100253277,100253278,100253295,NULL,NULL,NULL,59000,1,"Y","Kannada","Hinduism",3.000,0.000,"South Asia Hindu - other","South Asian Peoples","MY_12486_104555"
9984,"Kanowit",112.205,2.07952,"Kanowit","Malaysia",100253277,100253291,100253399,NULL,NULL,NULL,500,1,"Y","Melanau, Kanowit-Tanjong","Ethnic Religions",2.000,0.000,"Borneo-Kalimantan","Malay Peoples","MY_12500_104590"
9985,"Kayaman",113.902,2.74152,"Belaga","Malaysia",100253277,100253291,100253393,NULL,NULL,NULL,1100,1,"Y","Kajaman","Ethnic Religions",4.000,0.500,"Borneo-Kalimantan","Malay Peoples","MY_12588_104776"
9986,"Kayan, Baram",114.55,3.48146,"Marudi","Malaysia",100253277,100253291,100253406,NULL,NULL,NULL,11000,5,"N","Kayan, Baram","Christianity",80.000,55.000,"Borneo-Kalimantan","Malay Peoples","MY_10677_101040"
9987,"Kelabit",115.271,3.4202,"Long Budung","Indonesia",100385182,100134625,100134875,100138469,100184152,NULL,5700,4,"N","Kelabit","Christianity",60.000,5.000,"Borneo-Kalimantan","Malay Peoples","MY_12442_104450"
9988,"Kensiu",100.89,5.9281,"Sik","Malaysia",100253277,100253279,100253314,NULL,NULL,NULL,300,1,"Y","Kensiu","Ethnic Religions",1.300,0.000,"West Malaysia Indigenous","Malay Peoples","MY_14839_108820"
9989,"Kenyah, Kelinyau",114.536,1.48438,"Long Keriok","Indonesia",100385182,100134625,100134871,100138406,100183466,NULL,16000,4,"N","Kenyah, Mainstream","Christianity",75.000,6.000,"Borneo-Kalimantan","Malay Peoples","MY_12622_104838"
9990,"Kenyah, Sibop",114.244,3.38177,"Marudi","Malaysia",100253277,100253291,100253406,NULL,NULL,NULL,4700,2,"N","Sebop","Islam",10.000,2.000,"Borneo-Kalimantan","Malay Peoples","MY_14936_108984"
9991,"Kenyah, Tutoh, Lugat",114.631,3.86417,"Melilas","Brunei",100041091,100041092,100041101,NULL,NULL,NULL,1600,4,"N","Long Wat","Christianity",75.000,6.000,"Borneo-Kalimantan","Malay Peoples","MY_15661_110323"
9992,"Kenyah, Upper Baram",114.485,1.56565,"Kapit","Malaysia",100253277,100253291,100253400,NULL,NULL,NULL,26000,4,"N","Kenyah, Mainstream","Christianity",80.000,6.000,"Borneo-Kalimantan","Malay Peoples","MY_12625_104840"
9993,"Kenyah, Wahau",113.426,2.78376,"Bintulu","Malaysia",100253277,100253291,100253395,NULL,NULL,NULL,1200,4,"N","Kenyah, Wahau","Christianity",72.000,4.000,"Borneo-Kalimantan","Malay Peoples","MY_12626_104841"
9994,"Kenyah, Western",114.189,2.08358,"Belaga","Malaysia",100253277,100253291,100253393,NULL,NULL,NULL,3400,4,"N","Uma' Lasan","Christianity",60.000,5.000,"Borneo-Kalimantan","Malay Peoples","MY_15372_110787"
9995,"Kimaragan",116.96,6.61982,"Pitas","Malaysia",100253277,100253290,100253380,NULL,NULL,NULL,25000,4,"N","Kimaragang","Christianity",60.000,4.000,"Borneo-Kalimantan","Malay Peoples","MY_12690_105007"
9996,"Kinabatangan, Upper",116.969,5.44463,"Tongod","Malaysia",100253277,100253290,100253389,NULL,NULL,NULL,15000,4,"N","Kinabatangan, Upper","Christianity",50.000,6.000,"Borneo-Kalimantan","Malay Peoples","MY_12695_105013"
9997,"Kintaq",101.117,5.62999,"Yarom","Thailand",100343599,100343675,100344589,100350413,NULL,NULL,100,1,"Y","Kintaq","Ethnic Religions",1.200,1.000,"West Malaysia Indigenous","Malay Peoples","MY_12701_105020"
9998,"Kota Marudu Tinagas",116.939,6.21916,"Ranau","Malaysia",100253277,100253290,100253382,NULL,NULL,NULL,2900,4,"N","Kadazan Dusun","Ethnic Religions",22.000,5.000,"Borneo-Kalimantan","Malay Peoples","MY_15048_109487"
9999,"Kristang",102.272,2.20658,"Melaka Tengah","Malaysia",100253277,100253283,100253330,NULL,NULL,NULL,15000,4,"N","Malaccan Portuguese Creole","Christianity",90.000,5.000,"Southeast Asian, other","Southeast Asian Peoples","MY_11247_105316"
10000,"Lahanan",113.886,2.78463,"Belaga","Malaysia",100253277,100253291,100253393,NULL,NULL,NULL,800,5,"N","Lahanan","Christianity",90.000,15.000,"Borneo-Kalimantan","Malay Peoples","MY_12946_105570"
10001,"Lakiput",114.415,4.08904,"Marudi","Malaysia",100253277,100253291,100253406,NULL,NULL,NULL,3100,3,"N","Kiput","Christianity",65.000,1.000,"Borneo-Kalimantan","Malay Peoples","MY_12710_105029"
10002,"Lamaholot",101.711,3.17448,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,47000,4,"N","Lamaholot","Christianity",65.000,8.000,"Flores-Sumba-Alor","Malay Peoples","MY_12965_105608"
10003,"Lanas Lobu",116.59,5.43869,"Tongod","Malaysia",100253277,100253290,100253389,NULL,NULL,NULL,5200,4,"N","Lobu, Lanas","Ethnic Religions",20.000,6.000,"Borneo-Kalimantan","Malay Peoples","MY_12977_105627"
10004,"Land Dayak, Biatah",110.307,1.25888,"Kuching","Malaysia",100253277,100253291,100253401,NULL,NULL,NULL,93000,4,"N","Bidayuh, Biatah","Christianity",65.000,5.000,"Borneo-Kalimantan","Malay Peoples","MY_10830_101411"
10005,"Land Dayak, Lara",109.77,1.57219,"Lundu","Malaysia",100253277,100253291,100253405,NULL,NULL,NULL,16000,4,"N","Bakati', Rara","Ethnic Religions",10.000,4.300,"Borneo-Kalimantan","Malay Peoples","MY_12994_105648"
10006,"Lanoh",100.956,5.03316,"Kampar","Malaysia",100253277,100253286,100253352,NULL,NULL,NULL,400,1,"Y","Lanoh","Ethnic Religions",1.000,0.000,"West Malaysia Indigenous","Malay Peoples","MY_12987_105641"
10007,"Lundayeh, Lun Bawang",115.516,4.40737,"Lawas","Malaysia",100253277,100253291,100253402,NULL,NULL,NULL,28000,5,"N","Lundayeh","Christianity",80.000,16.000,"Borneo-Kalimantan","Malay Peoples","MY_15053_109497"
10008,"Mah Meri, Besisi",101.487,2.88546,"Kuala Langat","Malaysia",100253277,100253292,100253426,NULL,NULL,NULL,4000,1,"Y","Mah Meri","Ethnic Religions",1.000,0.900,"West Malaysia Indigenous","Malay Peoples","MY_13213_106021"
10009,"Malay",101.649,3.1601,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,13027000,1,"Y","Malay","Islam",0.600,0.517,"Malay","Malay Peoples","MY_13437_106144"
10010,"Malay, Cocos Islands",118.316,5.0788,"Lahad Datu","Malaysia",100253277,100253290,100253376,NULL,NULL,NULL,5800,1,"Y","Malay","Islam",0.000,0.000,"Malay","Malay Peoples","MY_11399_102252"
10011,"Malayali",101.691,3.18833,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,348000,5,"N","Malay","Islam",23.000,12.000,"South Asia Tribal - other","South Asian Peoples","MY_17433_112836"
10012,"Mamak, Talang",101.784,3.19496,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,125000,1,"Y","Malay","Islam",0.000,0.000,"Melayu of Sumatra","Malay Peoples","MY_15212_109752"
10013,"Mandailing",101.587,3.06278,"Petaling","Malaysia",100253277,100253292,100253428,NULL,NULL,NULL,31000,1,"Y","Batak Mandailing","Islam",0.000,0.000,"Batak-Nias of Sumatra","Malay Peoples","MY_10721_101126"
10014,"Melanau",111.333,2.62443,"Daro","Malaysia",100253277,100253291,100253397,NULL,NULL,NULL,139000,4,"N","Melanau, Central","Islam",5.000,2.500,"Borneo-Kalimantan","Malay Peoples","MY_13666_106531"
10015,"Mendriq",102.026,5.10778,"Gua Musang","Malaysia",100253277,100253280,100253317,NULL,NULL,NULL,200,1,"Y","Minriq","Ethnic Religions",2.000,1.000,"West Malaysia Indigenous","Malay Peoples","MY_13670_106538"
10016,"Millikin",110.673,1.08922,"Serian","Malaysia",100253277,100253291,100253416,NULL,NULL,NULL,4800,2,"N","Remun","Ethnic Religions",18.000,2.000,"Borneo-Kalimantan","Malay Peoples","MY_13721_106635"
10017,"Minangkabau, Orang Negeri",102.222,2.79002,"Kuala Pilah","Malaysia",100253277,100253284,100253333,NULL,NULL,NULL,943000,1,"Y","Malay","Islam",0.000,0.000,"Malay","Malay Peoples","MY_14208_107670"
10018,"Mintil",101.981,4.57406,"Lipis","Malaysia",100253277,100253285,100253343,NULL,NULL,NULL,200,1,"Y","Mintil","Ethnic Religions",0.000,0.000,"West Malaysia Indigenous","Malay Peoples","MY_13731_106654"
10019,"Molbog",117.067,7.23116,"Kudat","Malaysia",100253277,100253290,100253374,NULL,NULL,NULL,2600,1,"Y","Molbog","Islam",0.000,0.000,"Filipino, Muslim","Malay Peoples","MY_13774_106729"
10020,"Murik Kayan",114.4,3.60767,"Marudi","Malaysia",100253277,100253291,100253406,NULL,NULL,NULL,3000,1,"Y","Murik","Ethnic Religions",4.000,0.800,"Borneo-Kalimantan","Malay Peoples","MY_13884_106923"
10021,"Murut, Kalabakan",117.454,4.42595,"Tawau","Malaysia",100253277,100253290,100253387,NULL,NULL,NULL,3300,2,"N","Murut, Kalabakan","Ethnic Religions",10.000,1.000,"Borneo-Kalimantan","Malay Peoples","MY_12440_104447"
10022,"Murut, Keningau",116.198,5.42272,"Keningau","Malaysia",100253277,100253290,100253368,NULL,NULL,NULL,9600,4,"N","Murut, Keningau","Christianity",55.000,6.000,"Borneo-Kalimantan","Malay Peoples","MY_12621_104832"
10023,"Murut, Okolod",115.619,4.84709,"Sipitang","Malaysia",100253277,100253290,100253385,NULL,NULL,NULL,2300,4,"N","Okolod","Ethnic Religions",15.000,5.000,"Borneo-Kalimantan","Malay Peoples","MY_12754_105134"
10024,"Murut, Paluan",116.339,5.15468,"Keningau","Malaysia",100253277,100253290,100253368,NULL,NULL,NULL,4800,2,"N","Murut, Paluan","Islam",8.000,0.600,"Borneo-Kalimantan","Malay Peoples","MY_14354_107964"
10025,"Murut, Pandewan",116.318,5.13292,"Keningau","Malaysia",100253277,100253290,100253368,NULL,NULL,NULL,1800,2,"N","Murut, Paluan","Ethnic Religions",6.000,0.600,"Borneo-Kalimantan","Malay Peoples","MY_14293_107831"
10026,"Murut, Selungai",116.41,4.43461,"Nabawan","Malaysia",100253277,100253290,100253377,NULL,NULL,NULL,900,5,"N","Murut, Selungai","Ethnic Religions",15.000,12.000,"Borneo-Kalimantan","Malay Peoples","MY_14835_108815"
10027,"Murut, Sembakung",116.671,4.39748,"Lumbis","Indonesia",100385182,100134625,100134875,100138470,NULL,NULL,2900,4,"N","Murut, Sembakung","Ethnic Religions",12.000,9.000,"Borneo-Kalimantan","Malay Peoples","MY_14841_108823"
10028,"Murut, Serudung",118.02,4.40178,"Tawau","Malaysia",100253277,100253290,100253387,NULL,NULL,NULL,1000,2,"N","Murut, Serudung","Ethnic Religions",8.000,1.000,"Borneo-Kalimantan","Malay Peoples","MY_14872_108871"
10029,"Murut, Tagal",116.14,4.66724,"Tenom","Malaysia",100253277,100253290,100253388,NULL,NULL,NULL,52000,5,"N","Murut, Tahol","Christianity",70.000,12.000,"Borneo-Kalimantan","Malay Peoples","MY_15174_109691"
10030,"Murut, Timogun",115.938,5.1511,"Tenom","Malaysia",100253277,100253290,100253388,NULL,NULL,NULL,10000,4,"N","Murut, Timugon","Christianity",65.000,4.000,"Borneo-Kalimantan","Malay Peoples","MY_15492_110065"
10031,"Narom",114.023,4.41546,"Kuala Belait","Brunei",100041091,100041092,100041098,NULL,NULL,NULL,4300,1,"Y","Narom","Islam",4.000,0.200,"Borneo-Kalimantan","Malay Peoples","MY_13244_107101"
10032,"Nepalese",101.73,3.15342,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,235000,1,"Y","Nepali","Hinduism",2.000,1.800,"South Asia Hindu - other","South Asian Peoples","MY_13317_107204"
10033,"Orang Kanaq",103.979,1.90479,"Kota Tinggi","Malaysia",100253277,100253278,100253297,NULL,NULL,NULL,200,1,"Y","Malay","Ethnic Religions",4.000,0.000,"West Malaysia Indigenous","Malay Peoples","MY_14207_107668"
10034,"Orang Seletar",104.15,1.58012,"Kota Tinggi","Malaysia",100253277,100253278,100253297,NULL,NULL,NULL,1900,4,"N","Orang Seletar","Ethnic Religions",5.000,3.000,"West Malaysia Indigenous","Malay Peoples","MY_14209_107671"
10035,"Pashtun, Northern",101.684,3.11994,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,6000,1,"Y","Pashto, Northern","Islam",0.000,0.000,"South Asia Muslim - Pashtun","South Asian Peoples","MY_14256_107909"
10036,"Penan",114.961,3.64635,"Marudi","Malaysia",100253277,100253291,100253406,NULL,NULL,NULL,11000,1,"Y","Penan, Eastern","Ethnic Religions",5.000,0.300,"Borneo-Kalimantan","Malay Peoples","MY_14357_107968"
10037,"Penan-Nibong",114.277,2.82735,"Belaga","Malaysia",100253277,100253291,100253393,NULL,NULL,NULL,4100,1,"Y","Penan, Western","Ethnic Religions",0.000,0.000,"Borneo-Kalimantan","Malay Peoples","MY_14482_108180"
10038,"Persian",101.702,3.15841,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,42000,1,"Y","Persian, Iranian","Islam",3.000,1.800,"Persian","Persian-Median","MY_14371_107987"
10039,"Punan Bah-Biau",113.44,2.44625,"Tatau","Malaysia",100253277,100253291,100253421,NULL,NULL,NULL,1200,2,"N","Punan Bah-Biau","Ethnic Religions",16.000,2.000,"Borneo-Kalimantan","Malay Peoples","MY_14476_108174"
10040,"Punjabi",101.692,3.00728,"Petaling","Malaysia",100253277,100253292,100253428,NULL,NULL,NULL,68000,1,"Y","Punjabi, Eastern","Other / Small",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","MY_14483_108182"
10041,"Rejang Kayan",113.898,2.54745,"Belaga","Malaysia",100253277,100253291,100253393,NULL,NULL,NULL,8200,4,"N","Kayan, Rejang","Ethnic Religions",18.000,6.000,"Malay","Malay Peoples","MY_14538_108347"
10042,"Rohingya",101.698,3.16212,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,90000,1,"Y","Rohingya","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","MY_11359_102170"
10043,"Sa'ban",115.415,3.20902,"Apau Ping","Indonesia",100385182,100134625,100134874,100138456,100183975,NULL,1600,5,"N","Sa'ban","Christianity",70.000,15.017,"Borneo-Kalimantan","Malay Peoples","MY_14621_108485"
10044,"Sabum",101.062,5.34362,"Hulu Perak","Malaysia",100253277,100253286,100253351,NULL,NULL,NULL,1200,1,"Y","Malay, Ambonese","Ethnic Religions",0.600,0.561,"West Malaysia Indigenous","Malay Peoples","MY_14626_108494"
10045,"Sama Bangingi, Northern Sama",118.823,4.99497,"Lahad Datu","Malaysia",100253277,100253290,100253376,NULL,NULL,NULL,5300,1,"Y","Sama, Balangingih","Islam",0.000,0.000,"Filipino, Muslim","Malay Peoples","MY_14031_107461"
10046,"Sama, Southern",118.114,4.80546,"Kunak","Malaysia",100253277,100253290,100253375,NULL,NULL,NULL,18000,1,"Y","Sama, Southern","Islam",0.000,0.000,"Filipino, Muslim","Malay Peoples","MY_15065_109515"
10047,"Sama-Bajau",118.105,5.85375,"Sandakan","Malaysia",100253277,100253290,100253383,NULL,NULL,NULL,20000,1,"Y","Sama, Central","Ethnic Religions",1.000,0.500,"Filipino, Muslim","Malay Peoples","MY_18873_114778"
10048,"Sea Dayak, Iban",112.554,2.32166,"Selangau","Malaysia",100253277,100253291,100253415,NULL,NULL,NULL,718000,5,"N","Iban","Ethnic Religions",42.000,14.000,"Borneo-Kalimantan","Malay Peoples","MY_12167_103933"
10049,"Sebuyau",110.5,1.41978,"Samarahan","Malaysia",100253277,100253291,100253412,NULL,NULL,NULL,9400,2,"N","Sebuyau","Ethnic Religions",6.000,0.400,"Borneo-Kalimantan","Malay Peoples","MY_14807_108782"
10050,"Sekapan",113.707,2.60447,"Belaga","Malaysia",100253277,100253291,100253393,NULL,NULL,NULL,2000,4,"N","Sekapan","Ethnic Religions",40.000,6.000,"Borneo-Kalimantan","Malay Peoples","MY_14821_108797"
10051,"Semai",101.465,4.1676,"Batang Padang","Malaysia",100253277,100253286,100253349,NULL,NULL,NULL,58000,4,"N","Semai","Ethnic Religions",6.000,3.333,"West Malaysia Indigenous","Malay Peoples","MY_14837_108818"
10052,"Semelai",102.774,2.88003,"Jempol","Malaysia",100253277,100253284,100253332,NULL,NULL,NULL,7400,1,"Y","Semelai","Ethnic Religions",5.000,0.100,"West Malaysia Indigenous","Malay Peoples","MY_14842_108824"
10053,"Semnam",101.059,5.27582,"Hulu Perak","Malaysia",100253277,100253286,100253351,NULL,NULL,NULL,1000,1,"Y","Semnam","Ethnic Religions",0.000,0.000,"West Malaysia Indigenous","Malay Peoples","MY_14845_108828"
10054,"Semoq Beri",102.804,4.10783,"Jerantut","Malaysia",100253277,100253285,100253341,NULL,NULL,NULL,2400,1,"Y","Semaq Beri","Ethnic Religions",3.000,0.300,"West Malaysia Indigenous","Malay Peoples","MY_14840_108822"
10055,"Sian",113.848,2.67218,"Belaga","Malaysia",100253277,100253291,100253393,NULL,NULL,NULL,70,1,"Y","Sihan","Ethnic Religions",4.000,0.000,"Borneo-Kalimantan","Malay Peoples","MY_14931_108979"
10056,"Siduan",111.727,2.27473,"Sibu","Malaysia",100253277,100253291,100253417,NULL,NULL,NULL,1100,1,"Y","Melanau, Sibu","Islam",3.000,1.000,"Borneo-Kalimantan","Malay Peoples","MY_14939_108989"
10057,"Sinabu",118.316,5.03122,"Lahad Datu","Malaysia",100253277,100253290,100253376,NULL,NULL,NULL,1000,4,"N","Kinabatangan, Upper","Christianity",42.000,6.000,"Borneo-Kalimantan","Malay Peoples","MY_14186_109021"
10058,"Sindhi",101.712,3.06205,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,30000,1,"Y","Sindhi","Hinduism",1.000,0.000,"South Asia - other","South Asian Peoples","MY_14192_109027"
10059,"Sinhalese",101.67,3.13205,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,4400,1,"Y","Sinhala","Buddhism",2.000,0.100,"South Asia Buddhist","South Asian Peoples","MY_14196_109305"
10060,"Sino-Native",104.01,1.63255,"Kota Tinggi","Malaysia",100253277,100253278,100253297,NULL,NULL,NULL,30000,2,"N","Chinese, Mandarin","Ethnic Religions",8.000,0.500,"Chinese","East Asian Peoples","MY_14200_109313"
10061,"Sonsogon",116.853,6.5392,"Kota Marudu","Malaysia",100253277,100253290,100253372,NULL,NULL,NULL,4900,1,"Y","Kimaragang","Ethnic Religions",5.000,0.500,"Borneo-Kalimantan","Malay Peoples","MY_14998_109418"
10062,"South Asian, Bengali-speaking",101.441,3.03281,"Klang","Malaysia",100253277,100253292,100253425,NULL,NULL,NULL,82000,1,"Y","Bengali","Islam",0.000,0.000,"South Asia Muslim - other","South Asian Peoples","MY_10790_101254"
10063,"South Asian, Telugu-speaking",101.639,3.11572,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,119000,1,"Y","Telugu","Hinduism",4.000,1.500,"South Asia - other","South Asian Peoples","MY_15324_109930"
10064,"Straits Chinese, Baba Creole",100.309,5.38626,"Timur Laut","Malaysia",100253277,100253288,100253364,NULL,NULL,NULL,255000,4,"N","Malay, Baba","Ethnic Religions",5.000,3.000,"Chinese","East Asian Peoples","MY_10536_100687"
10065,"Tambanua",117.305,6.34129,"Beluran","Malaysia",100253277,100253290,100253367,NULL,NULL,NULL,15000,4,"N","Tombonuo","Islam",20.000,5.900,"Borneo-Kalimantan","Malay Peoples","MY_15228_109779"
10066,"Tamil (Hindu traditions)",101.943,2.71382,"Seremban","Malaysia",100253277,100253284,100253336,NULL,NULL,NULL,1880000,4,"N","Tamil","Hinduism",6.000,3.450,"South Asia Hindu - other","South Asian Peoples","MY_18211_113732"
10067,"Tamil, Jaffna",100.442,5.0118,"Kerian","Malaysia",100253277,100253286,100253353,NULL,NULL,NULL,32000,1,"Y","Tamil","Hinduism",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","MY_19200_115528"
10068,"Tampias Lobu",116.8,5.73325,"Ranau","Malaysia",100253277,100253290,100253382,NULL,NULL,NULL,4200,2,"N","Lobu, Tampias","Ethnic Religions",18.000,2.000,"Borneo-Kalimantan","Malay Peoples","MY_15237_109794"
10069,"Tatana",115.52,5.47335,"Kuala Penyu","Malaysia",100253277,100253290,100253373,NULL,NULL,NULL,23000,2,"N","Tatana","Ethnic Religions",14.000,0.500,"Borneo-Kalimantan","Malay Peoples","MY_15283_109873"
10070,"Tausug",117.969,5.99391,"Sandakan","Malaysia",100253277,100253290,100253383,NULL,NULL,NULL,219000,1,"Y","Tausug","Islam",0.005,0.005,"Filipino, Muslim","Malay Peoples","MY_15295_109891"
10071,"Temiar",101.436,4.94347,"Kuala Kangsar","Malaysia",100253277,100253286,100253355,NULL,NULL,NULL,30000,2,"N","Temiar","Ethnic Religions",7.000,0.600,"West Malaysia Indigenous","Malay Peoples","MY_14030_107459"
10072,"Temoq",102.967,3.13217,"Pekan","Malaysia",100253277,100253285,100253345,NULL,NULL,NULL,800,1,"Y","Malay","Ethnic Religions",1.000,0.000,"West Malaysia Indigenous","Malay Peoples","MY_15335_109941"
10073,"Temuan",101.881,2.87079,"Seremban","Malaysia",100253277,100253284,100253336,NULL,NULL,NULL,30000,4,"N","Temuan","Ethnic Religions",5.800,5.200,"West Malaysia Indigenous","Malay Peoples","MY_15336_109943"
10074,"Thai",100.365,6.12524,"Kota Setar","Malaysia",100253277,100253279,100253306,NULL,NULL,NULL,30000,1,"Y","Thai","Buddhism",0.500,0.400,"Thai","Southeast Asian Peoples","MY_11277_101940"
10075,"Thai, Southern",101.706,3.14681,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,4100,1,"Y","Thai, Southern","Buddhism",0.000,0.000,"Thai","Southeast Asian Peoples","MY_15067_109517"
